Timestamp;N;Repetition;Q1TimeInMsec;Q2TimeInMsec;CustomerTableInByte;ItemTableInByte;JoinTableInByte;Type
1485896107;34300;15;2310785;5206339;3292800;823200000;800112;ColumnStore
1485896108;34300;15;6106729;8582188;3292800;823200000;801344;RowStore
1485896110;34300;16;2408167;6165893;3292800;823200000;800120;ColumnStore
1485896111;34300;16;5979456;10756170;3292800;823200000;799656;RowStore
1485896113;34300;17;2385077;7090932;3292800;823200000;800792;ColumnStore
1485896114;34300;17;4974587;8107332;3292800;823200000;799712;RowStore
1485896116;34300;18;2652556;3915295;3292800;823200000;800320;ColumnStore
1485896117;34300;18;5723882;10879202;3292800;823200000;799088;RowStore
1485896119;34300;19;2441883;3272755;3292800;823200000;800384;ColumnStore
1485896120;34300;19;4605402;9483786;3292800;823200000;798312;RowStore
1485896123;67600;0;2639419;4309220;6489600;1622400000;800240;ColumnStore
1485896126;67600;0;6049371;8920678;6489600;1622400000;800800;RowStore
1485896129;67600;1;2968803;4295268;6489600;1622400000;799952;ColumnStore
1485896132;67600;1;5687182;11121538;6489600;1622400000;798368;RowStore
1485896135;67600;2;2527175;4083824;6489600;1622400000;799296;ColumnStore
1485896138;67600;2;5739807;9885565;6489600;1622400000;800992;RowStore
1485896141;67600;3;2817283;4174554;6489600;1622400000;800056;ColumnStore
1485896144;67600;3;5834801;10929352;6489600;1622400000;798888;RowStore
1485896146;67600;4;3657812;5331103;6489600;1622400000;798640;ColumnStore
1485896149;67600;4;5819124;10665482;6489600;1622400000;801336;RowStore
1485896152;67600;5;3550991;4667859;6489600;1622400000;800712;ColumnStore
1485896155;67600;5;5556727;12919840;6489600;1622400000;800184;RowStore
1485896158;67600;6;2762828;4707995;6489600;1622400000;799760;ColumnStore
1485896161;67600;6;5408859;12245720;6489600;1622400000;799288;RowStore
1485896164;67600;7;3486533;6118688;6489600;1622400000;800944;ColumnStore
1485896167;67600;7;6136864;11740910;6489600;1622400000;800304;RowStore
1485896170;67600;8;3468450;5361797;6489600;1622400000;798848;ColumnStore
1485896173;67600;8;6768517;9108098;6489600;1622400000;801800;RowStore
1485896176;67600;9;3012895;8394221;6489600;1622400000;799896;ColumnStore
1485896179;67600;9;6601691;11021841;6489600;1622400000;799952;RowStore
1485896182;67600;10;2995114;5385539;6489600;1622400000;801608;ColumnStore
1485896185;67600;10;5582206;11378527;6489600;1622400000;800912;RowStore
1485896188;67600;11;3094717;4192759;6489600;1622400000;799080;ColumnStore
1485896191;67600;11;4990919;11521351;6489600;1622400000;800280;RowStore
1485896194;67600;12;2646687;5088420;6489600;1622400000;799064;ColumnStore
1485896197;67600;12;4993099;11379943;6489600;1622400000;799264;RowStore
1485896200;67600;13;3906226;5690969;6489600;1622400000;801392;ColumnStore
1485896203;67600;13;6091352;10851144;6489600;1622400000;799560;RowStore
1485896206;67600;14;3527416;6553344;6489600;1622400000;800144;ColumnStore
1485896209;67600;14;6768388;11975277;6489600;1622400000;799704;RowStore
1485896212;67600;15;3313914;4145340;6489600;1622400000;799208;ColumnStore
1485896215;67600;15;7391552;10060701;6489600;1622400000;801000;RowStore
1485896218;67600;16;2574365;5635000;6489600;1622400000;801008;ColumnStore
1485896221;67600;16;5307447;9588715;6489600;1622400000;800272;RowStore
1485896224;67600;17;4236569;6276346;6489600;1622400000;798968;ColumnStore
1485896227;67600;17;5369334;12548272;6489600;1622400000;799904;RowStore
1485896230;67600;18;3311074;6421647;6489600;1622400000;800232;ColumnStore
1485896233;67600;18;5769289;12018827;6489600;1622400000;800536;RowStore
1485896236;67600;19;3200953;3698962;6489600;1622400000;801272;ColumnStore
1485896239;67600;19;5828487;10938602;6489600;1622400000;801064;RowStore
1485896244;100900;0;4505960;7267034;9686400;2421600000;799976;ColumnStore
1485896248;100900;0;5954402;10890616;9686400;2421600000;799208;RowStore
1485896253;100900;1;4450019;10855188;9686400;2421600000;799504;ColumnStore
1485896257;100900;1;5700819;11837155;9686400;2421600000;799432;RowStore
1485896262;100900;2;3499727;8040623;9686400;2421600000;799024;ColumnStore
1485896266;100900;2;6330355;11969297;9686400;2421600000;800592;RowStore
1485896271;100900;3;3849867;5671126;9686400;2421600000;799720;ColumnStore
1485896275;100900;3;5336906;11731156;9686400;2421600000;801456;RowStore
1485896280;100900;4;2867023;7433655;9686400;2421600000;799768;ColumnStore
1485896284;100900;4;5656648;12458119;9686400;2421600000;800272;RowStore
1485896289;100900;5;4340655;6396445;9686400;2421600000;799928;ColumnStore
1485896293;100900;5;6298638;12832414;9686400;2421600000;801544;RowStore
1485896298;100900;6;3265455;5739250;9686400;2421600000;801088;ColumnStore
1485896302;100900;6;6623769;11687155;9686400;2421600000;800896;RowStore
1485896307;100900;7;3858344;8568633;9686400;2421600000;800992;ColumnStore
1485896311;100900;7;6161477;11395200;9686400;2421600000;800216;RowStore
1485896316;100900;8;2837002;8632008;9686400;2421600000;800768;ColumnStore
1485896320;100900;8;6969047;12369060;9686400;2421600000;799704;RowStore
1485896325;100900;9;4100895;5906262;9686400;2421600000;799520;ColumnStore
1485896329;100900;9;6528373;12122649;9686400;2421600000;799048;RowStore
1485896334;100900;10;2871723;8875358;9686400;2421600000;800208;ColumnStore
1485896338;100900;10;6708543;11647452;9686400;2421600000;800208;RowStore
1485896343;100900;11;4417885;8136931;9686400;2421600000;800136;ColumnStore
1485896347;100900;11;5984703;13594108;9686400;2421600000;799808;RowStore
1485896352;100900;12;3096482;8580894;9686400;2421600000;799312;ColumnStore
1485896356;100900;12;6832523;10805565;9686400;2421600000;800712;RowStore
1485896360;100900;13;3256537;10014323;9686400;2421600000;801368;ColumnStore
1485896365;100900;13;5930767;11300198;9686400;2421600000;799736;RowStore
1485896369;100900;14;4246065;7028093;9686400;2421600000;800632;ColumnStore
1485896374;100900;14;5540049;12139521;9686400;2421600000;799912;RowStore
1485896378;100900;15;3849096;6299231;9686400;2421600000;799696;ColumnStore
1485896383;100900;15;6004491;13146421;9686400;2421600000;800344;RowStore
1485896387;100900;16;4131322;6661436;9686400;2421600000;801128;ColumnStore
1485896391;100900;16;7287375;12528723;9686400;2421600000;798928;RowStore
1485896396;100900;17;3946850;8869754;9686400;2421600000;799104;ColumnStore
1485896400;100900;17;7288764;12344686;9686400;2421600000;799984;RowStore
1485896405;100900;18;2821412;4737064;9686400;2421600000;800488;ColumnStore
1485896409;100900;18;6605611;11477150;9686400;2421600000;800328;RowStore
1485896414;100900;19;3020623;6570268;9686400;2421600000;800128;ColumnStore
1485896418;100900;19;6601929;13563922;9686400;2421600000;801304;RowStore
1485896424;134200;0;3709199;8266313;12883200;3220800000;798624;ColumnStore
1485896430;134200;0;6673879;12495020;12883200;3220800000;799536;RowStore
1485896436;134200;1;4344766;7988478;12883200;3220800000;800080;ColumnStore
1485896442;134200;1;6178859;11571847;12883200;3220800000;798776;RowStore
1485896448;134200;2;3764920;10178028;12883200;3220800000;800360;ColumnStore
1485896454;134200;2;6297148;11816588;12883200;3220800000;799696;RowStore
1485896460;134200;3;3230665;8427596;12883200;3220800000;801040;ColumnStore
1485896466;134200;3;6970460;12884012;12883200;3220800000;799896;RowStore
1485896472;134200;4;3092206;8445716;12883200;3220800000;801296;ColumnStore
1485896478;134200;4;5728679;11772395;12883200;3220800000;800416;RowStore
1485896484;134200;5;4765618;8308800;12883200;3220800000;799296;ColumnStore
1485896490;134200;5;6125059;11862096;12883200;3220800000;800704;RowStore
1485896496;134200;6;3513061;6569500;12883200;3220800000;799928;ColumnStore
1485896502;134200;6;7143343;12360331;12883200;3220800000;799008;RowStore
1485896507;134200;7;4765922;6985990;12883200;3220800000;800008;ColumnStore
1485896514;134200;7;6778336;12520563;12883200;3220800000;799800;RowStore
1485896519;134200;8;3378929;8453256;12883200;3220800000;799448;ColumnStore
1485896525;134200;8;6858618;12125643;12883200;3220800000;800656;RowStore
1485896531;134200;9;3135940;8039414;12883200;3220800000;799216;ColumnStore
1485896537;134200;9;6487560;13041775;12883200;3220800000;800016;RowStore
1485896543;134200;10;4066314;10585537;12883200;3220800000;798568;ColumnStore
1485896549;134200;10;6601792;10766862;12883200;3220800000;801240;RowStore
1485896555;134200;11;3151809;10877259;12883200;3220800000;799432;ColumnStore
1485896561;134200;11;6555141;11904732;12883200;3220800000;800720;RowStore
1485896567;134200;12;3110183;7236321;12883200;3220800000;800072;ColumnStore
1485896573;134200;12;7130144;12334062;12883200;3220800000;799832;RowStore
1485896579;134200;13;4238552;9908689;12883200;3220800000;801112;ColumnStore
1485896585;134200;13;6084591;11605943;12883200;3220800000;800064;RowStore
1485896591;134200;14;4327847;7888241;12883200;3220800000;800080;ColumnStore
1485896597;134200;14;6997999;12157713;12883200;3220800000;798672;RowStore
1485896603;134200;15;3558729;8157710;12883200;3220800000;800336;ColumnStore
1485896609;134200;15;5564823;12009137;12883200;3220800000;798488;RowStore
1485896615;134200;16;4386252;7847913;12883200;3220800000;799488;ColumnStore
1485896621;134200;16;7022169;13816508;12883200;3220800000;801264;RowStore
1485896627;134200;17;3767867;11385113;12883200;3220800000;799232;ColumnStore
1485896633;134200;17;6799712;11623974;12883200;3220800000;800808;RowStore
1485896639;134200;18;3125545;7093099;12883200;3220800000;799208;ColumnStore
1485896645;134200;18;6550105;12636896;12883200;3220800000;800560;RowStore
1485896651;134200;19;3231166;9476982;12883200;3220800000;800216;ColumnStore
1485896657;134200;19;6755329;12233556;12883200;3220800000;801368;RowStore
1485896664;167500;0;4245939;9496519;16080000;4020000000;801048;ColumnStore
1485896671;167500;0;6031817;12035690;16080000;4020000000;800760;RowStore
1485896679;167500;1;5795749;12281926;16080000;4020000000;799984;ColumnStore
1485896686;167500;1;6259032;13736774;16080000;4020000000;800096;RowStore
1485896694;167500;2;3975470;9933046;16080000;4020000000;800656;ColumnStore
1485896701;167500;2;6940840;13190696;16080000;4020000000;798608;RowStore
1485896709;167500;3;4296484;8106486;16080000;4020000000;798720;ColumnStore
1485896716;167500;3;7034941;10558140;16080000;4020000000;801144;RowStore
1485896723;167500;4;4264611;8488075;16080000;4020000000;801000;ColumnStore
1485896731;167500;4;7981758;12775182;16080000;4020000000;799816;RowStore
1485896738;167500;5;3204378;10802623;16080000;4020000000;799408;ColumnStore
1485896746;167500;5;6045768;12142759;16080000;4020000000;799592;RowStore
1485896753;167500;6;4701534;10479092;16080000;4020000000;800504;ColumnStore
1485896761;167500;6;6743127;12389219;16080000;4020000000;798792;RowStore
1485896768;167500;7;3746713;7434348;16080000;4020000000;800072;ColumnStore
1485896776;167500;7;6401641;13091215;16080000;4020000000;800744;RowStore
1485896783;167500;8;4791100;11286176;16080000;4020000000;799872;ColumnStore
1485896791;167500;8;7069642;13023830;16080000;4020000000;799240;RowStore
1485896798;167500;9;4054883;10256335;16080000;4020000000;802128;ColumnStore
1485896805;167500;9;6809609;12874354;16080000;4020000000;799672;RowStore
1485896813;167500;10;5585794;7532413;16080000;4020000000;798680;ColumnStore
1485896820;167500;10;6765586;12504109;16080000;4020000000;800384;RowStore
1485896827;167500;11;5443732;7510988;16080000;4020000000;800704;ColumnStore
1485896835;167500;11;6466201;12150288;16080000;4020000000;798608;RowStore
1485896842;167500;12;4095322;9766325;16080000;4020000000;798128;ColumnStore
1485896849;167500;12;6265226;11337461;16080000;4020000000;799968;RowStore
1485896857;167500;13;4199808;7885363;16080000;4020000000;799312;ColumnStore
1485896864;167500;13;6288361;10933040;16080000;4020000000;800168;RowStore
1485896871;167500;14;3279333;9710210;16080000;4020000000;798464;ColumnStore
1485896878;167500;14;6265495;11402233;16080000;4020000000;800648;RowStore
1485896885;167500;15;5094333;10036540;16080000;4020000000;801224;ColumnStore
1485896893;167500;15;6873196;13929854;16080000;4020000000;799912;RowStore
1485896901;167500;16;5857288;8403312;16080000;4020000000;801072;ColumnStore
1485896908;167500;16;7244774;11782907;16080000;4020000000;800128;RowStore
1485896915;167500;17;4007558;8229219;16080000;4020000000;800120;ColumnStore
1485896923;167500;17;5750766;14124266;16080000;4020000000;799448;RowStore
1485896930;167500;18;4297278;10426865;16080000;4020000000;799088;ColumnStore
1485896937;167500;18;6184511;10872318;16080000;4020000000;799696;RowStore
1485896945;167500;19;4359421;10173030;16080000;4020000000;800328;ColumnStore
1485896952;167500;19;7361047;12749265;16080000;4020000000;800568;RowStore
1485896961;200800;0;5446866;8596993;19276800;4819200000;801400;ColumnStore
1485896969;200800;0;6734156;12547231;19276800;4819200000;800120;RowStore
1485896978;200800;1;5258453;7636752;19276800;4819200000;801192;ColumnStore
1485896987;200800;1;6637088;11922273;19276800;4819200000;800336;RowStore
1485896996;200800;2;5334052;10411740;19276800;4819200000;801000;ColumnStore
1485897004;200800;2;6830438;12706658;19276800;4819200000;798480;RowStore
1485897014;200800;3;4202664;11281103;19276800;4819200000;799368;ColumnStore
1485897022;200800;3;7352695;12838687;19276800;4819200000;799720;RowStore
1485897031;200800;4;3812349;9660662;19276800;4819200000;801792;ColumnStore
1485897040;200800;4;6512298;11441076;19276800;4819200000;799184;RowStore
1485897049;200800;5;5445648;10324904;19276800;4819200000;799920;ColumnStore
1485897058;200800;5;6472906;11659917;19276800;4819200000;800504;RowStore
1485897067;200800;6;5191300;8324911;19276800;4819200000;800584;ColumnStore
1485897076;200800;6;7035165;10941576;19276800;4819200000;800792;RowStore
1485897085;200800;7;5226318;7820831;19276800;4819200000;799552;ColumnStore
1485897093;200800;7;7160974;12459898;19276800;4819200000;799464;RowStore
1485897102;200800;8;3441284;13182420;19276800;4819200000;800840;ColumnStore
1485897111;200800;8;5712247;11618844;19276800;4819200000;800304;RowStore
1485897120;200800;9;3993429;10476493;19276800;4819200000;799128;ColumnStore
1485897129;200800;9;6873493;12656120;19276800;4819200000;800616;RowStore
1485897137;200800;10;4788918;8072657;19276800;4819200000;800888;ColumnStore
1485897146;200800;10;6727414;12535848;19276800;4819200000;798472;RowStore
1485897155;200800;11;3507667;11127229;19276800;4819200000;800720;ColumnStore
1485897164;200800;11;6762860;13626853;19276800;4819200000;800632;RowStore
1485897173;200800;12;3597490;10101516;19276800;4819200000;800952;ColumnStore
1485897182;200800;12;5988410;12265297;19276800;4819200000;800248;RowStore
1485897191;200800;13;3544001;8962888;19276800;4819200000;799816;ColumnStore
1485897199;200800;13;6599791;13650301;19276800;4819200000;799232;RowStore
1485897208;200800;14;4914326;8269033;19276800;4819200000;799248;ColumnStore
1485897217;200800;14;5888978;12128984;19276800;4819200000;801456;RowStore
1485897226;200800;15;3870241;10265877;19276800;4819200000;798048;ColumnStore
1485897235;200800;15;6292156;11229616;19276800;4819200000;800344;RowStore
1485897244;200800;16;3566859;9934210;19276800;4819200000;798920;ColumnStore
1485897252;200800;16;6839937;14189657;19276800;4819200000;798832;RowStore
1485897261;200800;17;3848948;10370785;19276800;4819200000;799912;ColumnStore
1485897270;200800;17;6592373;12084622;19276800;4819200000;800712;RowStore
1485897279;200800;18;4291766;9555438;19276800;4819200000;798920;ColumnStore
1485897288;200800;18;6774074;11746874;19276800;4819200000;798984;RowStore
1485897296;200800;19;5114806;13546531;19276800;4819200000;800352;ColumnStore
1485897305;200800;19;7431246;11629674;19276800;4819200000;800984;RowStore
1485897315;234100;0;4065568;13302224;22473600;5618400000;800120;ColumnStore
1485897326;234100;0;6193275;13890010;22473600;5618400000;800256;RowStore
1485897336;234100;1;4302411;9432630;22473600;5618400000;800496;ColumnStore
1485897346;234100;1;5976563;12662106;22473600;5618400000;799888;RowStore
1485897357;234100;2;3754825;10513204;22473600;5618400000;799920;ColumnStore
1485897367;234100;2;7418557;13892883;22473600;5618400000;799760;RowStore
1485897377;234100;3;5607737;9308312;22473600;5618400000;801024;ColumnStore
1485897387;234100;3;7485203;11512322;22473600;5618400000;799384;RowStore
1485897398;234100;4;3983408;9450293;22473600;5618400000;799776;ColumnStore
1485897408;234100;4;6979969;13187340;22473600;5618400000;800224;RowStore
1485897418;234100;5;4087631;11797788;22473600;5618400000;799688;ColumnStore
1485897428;234100;5;6485737;12633369;22473600;5618400000;799680;RowStore
1485897439;234100;6;4846849;9160607;22473600;5618400000;799400;ColumnStore
1485897449;234100;6;7219813;13591487;22473600;5618400000;801096;RowStore
1485897460;234100;7;4745286;9094266;22473600;5618400000;799816;ColumnStore
1485897470;234100;7;6977560;13299463;22473600;5618400000;801384;RowStore
1485897480;234100;8;3775105;8479676;22473600;5618400000;800928;ColumnStore
1485897491;234100;8;6492531;12660584;22473600;5618400000;800400;RowStore
1485897501;234100;9;5288707;14598008;22473600;5618400000;801584;ColumnStore
1485897511;234100;9;6399210;14321412;22473600;5618400000;799832;RowStore
1485897522;234100;10;5327040;10405938;22473600;5618400000;799296;ColumnStore
1485897532;234100;10;6523958;11829092;22473600;5618400000;800432;RowStore
1485897542;234100;11;3987877;10881701;22473600;5618400000;799216;ColumnStore
1485897552;234100;11;6403836;12029528;22473600;5618400000;800984;RowStore
1485897562;234100;12;6506263;12300294;22473600;5618400000;799248;ColumnStore
1485897573;234100;12;6018610;11547340;22473600;5618400000;800064;RowStore
1485897583;234100;13;3657191;8568841;22473600;5618400000;799824;ColumnStore
1485897593;234100;13;6381243;13475361;22473600;5618400000;799792;RowStore
1485897603;234100;14;3903340;9812485;22473600;5618400000;798992;ColumnStore
1485897614;234100;14;6607641;11524446;22473600;5618400000;800424;RowStore
1485897624;234100;15;5474633;9011602;22473600;5618400000;799416;ColumnStore
1485897634;234100;15;7198077;14351415;22473600;5618400000;799696;RowStore
1485897644;234100;16;4301384;7944061;22473600;5618400000;798808;ColumnStore
1485897654;234100;16;6876467;13679597;22473600;5618400000;800104;RowStore
1485897665;234100;17;3742228;8477338;22473600;5618400000;799456;ColumnStore
1485897675;234100;17;7170903;12995897;22473600;5618400000;800000;RowStore
1485897686;234100;18;5383027;12565418;22473600;5618400000;799296;ColumnStore
1485897696;234100;18;7116483;12986065;22473600;5618400000;799536;RowStore
1485897706;234100;19;4435741;12904337;22473600;5618400000;798240;ColumnStore
1485897717;234100;19;6305793;11926045;22473600;5618400000;799168;RowStore
1485897728;267400;0;5719252;9941551;25670400;6417600000;800152;ColumnStore
1485897740;267400;0;7039502;13464523;25670400;6417600000;800920;RowStore
1485897752;267400;1;6273473;11998501;25670400;6417600000;799520;ColumnStore
1485897764;267400;1;7129869;11297195;25670400;6417600000;800216;RowStore
1485897776;267400;2;4545708;9571136;25670400;6417600000;800768;ColumnStore
1485897788;267400;2;6941941;14771514;25670400;6417600000;799536;RowStore
1485897799;267400;3;4370791;8647607;25670400;6417600000;800696;ColumnStore
1485897811;267400;3;6773298;11828257;25670400;6417600000;799792;RowStore
1485897822;267400;4;6029831;12172112;25670400;6417600000;798968;ColumnStore
1485897834;267400;4;6036023;13917792;25670400;6417600000;800296;RowStore
1485897846;267400;5;4165167;10303981;25670400;6417600000;799728;ColumnStore
1485897858;267400;5;7322608;13140550;25670400;6417600000;799584;RowStore
1485897870;267400;6;4701684;9062806;25670400;6417600000;799720;ColumnStore
1485897882;267400;6;6975348;13400653;25670400;6417600000;800208;RowStore
1485897893;267400;7;4123073;10728880;25670400;6417600000;800232;ColumnStore
1485897905;267400;7;6448143;12539009;25670400;6417600000;800616;RowStore
1485897916;267400;8;4998444;9520963;25670400;6417600000;799704;ColumnStore
1485897928;267400;8;7907735;12640294;25670400;6417600000;798584;RowStore
1485897939;267400;9;4037136;11341105;25670400;6417600000;800048;ColumnStore
1485897951;267400;9;6246202;12027154;25670400;6417600000;800280;RowStore
1485897963;267400;10;6114142;12567079;25670400;6417600000;800024;ColumnStore
1485897975;267400;10;6928590;13669491;25670400;6417600000;800184;RowStore
1485897987;267400;11;4019369;8929549;25670400;6417600000;799896;ColumnStore
1485897999;267400;11;6895748;12754642;25670400;6417600000;799224;RowStore
1485898011;267400;12;5309377;13828056;25670400;6417600000;799400;ColumnStore
1485898022;267400;12;6388207;12158677;25670400;6417600000;799856;RowStore
1485898034;267400;13;4981488;12258223;25670400;6417600000;799456;ColumnStore
1485898046;267400;13;7230954;14374552;25670400;6417600000;800056;RowStore
1485898057;267400;14;4402818;10950983;25670400;6417600000;800584;ColumnStore
1485898069;267400;14;6917027;13506591;25670400;6417600000;799640;RowStore
1485898082;267400;15;19445022;10894134;25670400;6417600000;799432;ColumnStore
1485898101;267400;15;23407125;12722673;25670400;6417600000;799432;RowStore
1485898113;267400;16;10807863;20938449;25670400;6417600000;800000;ColumnStore
1485898126;267400;16;8115375;12357334;25670400;6417600000;799232;RowStore
1485898139;267400;17;8832078;14995480;25670400;6417600000;799128;ColumnStore
1485898152;267400;17;7463618;12214777;25670400;6417600000;800872;RowStore
1485898163;267400;18;5181566;15514815;25670400;6417600000;799312;ColumnStore
1485898175;267400;18;10224853;17762413;25670400;6417600000;799456;RowStore
1485898187;267400;19;6984843;10379143;25670400;6417600000;800896;ColumnStore
1485898199;267400;19;6303359;15011408;25670400;6417600000;800160;RowStore
1485898213;300700;0;20205459;13533532;28867200;7216800000;799672;ColumnStore
1485898226;300700;0;8469361;14377310;28867200;7216800000;800536;RowStore
1485898241;300700;1;6364300;13334067;28867200;7216800000;801168;ColumnStore
1485898256;300700;1;6654581;12310160;28867200;7216800000;800232;RowStore
1485898271;300700;2;7704704;15012036;28867200;7216800000;799888;ColumnStore
1485898285;300700;2;7736234;9693368;28867200;7216800000;799920;RowStore
1485898298;300700;3;5989908;13431457;28867200;7216800000;800032;ColumnStore
1485898312;300700;3;7191285;11300098;28867200;7216800000;800648;RowStore
1485898326;300700;4;6465306;19029051;28867200;7216800000;800376;ColumnStore
1485898340;300700;4;7363193;11749404;28867200;7216800000;799264;RowStore
1485898353;300700;5;4682315;13158987;28867200;7216800000;799696;ColumnStore
1485898368;300700;5;6507190;11930055;28867200;7216800000;799088;RowStore
1485898381;300700;6;5785524;20583952;28867200;7216800000;800832;ColumnStore
1485898396;300700;6;7635157;12590286;28867200;7216800000;800432;RowStore
1485898411;300700;7;5103743;14884162;28867200;7216800000;799384;ColumnStore
1485898426;300700;7;30488588;22106385;28867200;7216800000;798688;RowStore
1485898441;300700;8;7250683;12754547;28867200;7216800000;799248;ColumnStore
1485898455;300700;8;7542789;11466660;28867200;7216800000;801168;RowStore
