Timestamp;N;Repetition;Q1TimeInNanoSec_SingleThreaded;Q2TimeInNanoSec_SingleThreaded;Q3TimeInNanoSec_SingleThreaded;Q1TimeInNanoSec_MultiThreaded;Q2TimeInNanoSec_MultiThreaded;Q3TimeInNanoSec_MultiThreaded;CustomerTableInByte;ItemTableInByte;JoinTableInByte;Q1NumRecordsToProcess;Q1NumRecordToProcessedRefSize;Q1NumRecordToProcessedDeRefSize;Q2NumRecordsToProcess;Q2NumRecordToProcessedRefSize;Q2NumRecordToProcessedDeRefSize;Q3NumRecordsToProcess;Q3NumRecordToProcessedRefSize;Q3NumRecordToProcessedDeRefSize;Q1GBpsecSingleThreaded;Q2GBpsecSingleThreaded;Q3GBpsecSingleThreaded;Q1GBpsecMultiThreaded;Q2GBpsecMultiThreaded;Q3GBpsecMultiThreaded;Type
1486146257;7780000;32;1252;2124456;10152349;456725;2397781;8969154;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.792333;0.008473;21.457102;0.013137;0.007507;24.287685;RowStore
1486146261;7780000;33;1505;6777939;4399180;309478;5256167;4450663;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.594684;0.002656;19.807327;0.007755;0.003425;19.578207;ColumnStore
1486146264;7780000;33;1325;2193407;10105361;2194643;1917016;8366676;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.528302;0.008206;21.556873;0.002734;0.009390;26.036625;RowStore
1486146268;7780000;34;1345;6864812;4414437;382119;4975108;4328576;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.784387;0.002622;19.738871;0.006281;0.003618;20.130407;ColumnStore
1486146272;7780000;34;2059;2071924;9996835;1566938;2542916;8856623;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;2.914036;0.008688;21.790897;0.003829;0.007078;24.596281;RowStore
1486146276;7780000;35;1554;6992138;4333643;502614;4941915;4190502;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.544402;0.002574;20.106873;0.004775;0.003642;20.793690;ColumnStore
1486146279;7780000;35;1348;2312704;9919589;2279614;1993082;8495615;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.451039;0.007783;21.960587;0.002632;0.009031;25.641464;RowStore
1486146283;7780000;36;1253;7053405;4439275;401065;4845966;4096915;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.915403;0.002552;19.628431;0.005984;0.003714;21.268686;ColumnStore
1486146286;7780000;36;1899;1671984;9848461;295413;2047221;8472395;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;3.159558;0.010766;22.119194;0.020311;0.008792;25.711739;RowStore
1486146290;7780000;37;1537;6879265;4421938;189173;5975455;4871609;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.561484;0.002617;19.705387;0.012687;0.003012;17.886492;ColumnStore
1486146294;7780000;37;1395;2172693;9824547;2527520;2092344;8719606;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.301075;0.008285;22.173033;0.002374;0.008603;24.982779;RowStore
1486146298;7780000;38;1293;6807826;4915250;403734;5919583;4545680;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.856149;0.002644;17.727684;0.005945;0.003041;19.168970;ColumnStore
1486146301;7780000;38;2059;2181949;9951988;1451326;2155564;8670314;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;2.914036;0.008250;21.889093;0.004134;0.008350;25.124811;RowStore
1486146305;7780000;39;1547;6827190;4353418;420260;4516035;5111897;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.551390;0.002637;20.015537;0.005711;0.003986;17.045727;ColumnStore
1486146308;7780000;39;1377;2193268;9748415;625442;2178273;8685508;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.357299;0.008207;22.346197;0.009593;0.008263;25.080860;RowStore
1486146312;7780000;40;1482;6895532;4625028;457373;6727546;4093344;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.619433;0.002610;18.840103;0.005247;0.002676;21.287241;ColumnStore
1486146316;7780000;40;1322;2338118;10750177;452480;2409391;9502453;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.538578;0.007699;20.263851;0.013260;0.007471;22.924608;RowStore
1486146319;7780000;41;1536;6914077;4454697;438136;7467844;4140170;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.562500;0.002603;19.560478;0.005478;0.002410;21.046480;ColumnStore
