Timestamp;N;Repetition;Q1TimeInNanoSec_SingleThreaded;Q2TimeInNanoSec_SingleThreaded;Q3TimeInNanoSec_SingleThreaded;Q1TimeInNanoSec_MultiThreaded;Q2TimeInNanoSec_MultiThreaded;Q3TimeInNanoSec_MultiThreaded;CustomerTableInByte;ItemTableInByte;JoinTableInByte;Q1NumRecordsToProcess;Q1NumRecordToProcessedRefSize;Q1NumRecordToProcessedDeRefSize;Q2NumRecordsToProcess;Q2NumRecordToProcessedRefSize;Q2NumRecordToProcessedDeRefSize;Q3NumRecordsToProcess;Q3NumRecordToProcessedRefSize;Q3NumRecordToProcessedDeRefSize;Q1GBpsecSingleThreaded;Q2GBpsecSingleThreaded;Q3GBpsecSingleThreaded;Q1GBpsecMultiThreaded;Q2GBpsecMultiThreaded;Q3GBpsecMultiThreaded;Type
1486145886;4040000;16;3406;1608806;5386850;364843;1783082;4887879;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.761597;0.011188;20.999285;0.016445;0.010095;23.142962;RowStore
1486145888;4040000;17;1303;6772487;2223546;459460;4915462;2312137;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.841903;0.002658;20.349480;0.005224;0.003662;19.569775;ColumnStore
1486145890;4040000;17;1426;1631525;4970309;656271;2013975;4964558;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.207574;0.011033;22.759148;0.009143;0.008938;22.785513;RowStore
1486145891;4040000;18;1873;6889650;2208095;426809;4794639;2555247;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.281367;0.002613;20.491873;0.005623;0.003754;17.707878;ColumnStore
1486145893;4040000;18;1661;1938731;5310230;180196;1557684;4581658;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.612282;0.009284;21.302279;0.033297;0.011556;24.689751;RowStore
1486145895;4040000;19;1360;6807653;2852947;346609;4729884;3076710;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.764706;0.002644;15.860092;0.006924;0.003806;14.706619;ColumnStore
1486145897;4040000;19;3761;1578734;5471766;817804;2047196;5112106;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.595320;0.011402;20.673399;0.007337;0.008793;22.127867;RowStore
1486145899;4040000;20;1281;6758832;2248717;411422;4864166;2755886;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.873536;0.002663;20.121696;0.005833;0.003701;16.418676;ColumnStore
1486145901;4040000;20;1299;1629559;6010105;362803;2047331;4877458;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.618938;0.011046;18.821634;0.016538;0.008792;23.192410;RowStore
1486145903;4040000;21;1911;6301210;2285711;269947;5121655;2435501;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.255887;0.002857;19.796030;0.008891;0.003514;18.578520;ColumnStore
1486145905;4040000;21;1662;2335058;5176578;4117159;1899314;4658825;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.610108;0.007709;21.852272;0.001457;0.009477;24.280798;RowStore
1486145907;4040000;22;1353;6692565;2445531;421668;6878312;2377400;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.773836;0.002690;18.502321;0.005692;0.002617;19.032558;ColumnStore
1486145909;4040000;22;3605;2030310;5396048;1234399;1950946;4815594;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.664355;0.008866;20.963490;0.004861;0.009226;23.490353;RowStore
1486145911;4040000;23;1396;6727595;2323912;315756;5253103;2479328;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.719198;0.002676;19.470617;0.007601;0.003427;18.250107;ColumnStore
1486145912;4040000;23;1363;1699276;5005058;866932;1916260;4894206;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.402054;0.010593;22.601137;0.006921;0.009393;23.113045;RowStore
1486145914;4040000;24;15267;6316969;2284196;147105;4283573;2295248;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;0.157202;0.002849;19.809158;0.016315;0.004202;19.713776;ColumnStore
1486145916;4040000;24;1590;1943204;5292969;520604;2125701;5404873;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.773585;0.009263;21.371748;0.011525;0.008468;20.929262;RowStore
1486145918;4040000;25;1341;6674395;2157590;533064;5199723;2385225;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.789709;0.002697;20.971548;0.004502;0.003462;18.970119;ColumnStore
1486145920;4040000;25;3624;1682872;5285825;553686;1906147;4795407;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.655629;0.010696;21.400631;0.010836;0.009443;23.589239;RowStore
1486145922;4040000;26;1325;6963227;2342653;305572;5017962;2370694;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.811321;0.002585;19.314854;0.007854;0.003587;19.086395;ColumnStore
1486145924;4040000;26;1425;1668365;5205733;397220;1324653;4756124;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.210526;0.010789;21.729889;0.015105;0.013588;23.784071;RowStore
1486145926;4040000;27;1751;6376910;2219507;345818;4491612;2829929;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.370645;0.002823;20.386511;0.006940;0.004007;15.989094;ColumnStore
1486145928;4040000;27;1585;1833796;5075383;325913;2137711;5464112;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.785489;0.009816;22.287973;0.018410;0.008420;20.702356;RowStore
1486145930;4040000;28;1466;7797871;2285108;563436;5974240;2782403;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.637108;0.002308;19.801254;0.004260;0.003013;16.262203;ColumnStore
1486145932;4040000;28;3805;1722523;5371812;450684;1774730;5476593;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.576873;0.010450;21.058071;0.013313;0.010142;20.655176;RowStore
1486145933;4040000;29;1283;6771604;2198420;135184;5428808;2592363;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.870616;0.002658;20.582056;0.017754;0.003316;17.454348;ColumnStore
1486145935;4040000;29;1294;1710149;5156097;771270;1757828;5336454;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.636786;0.010525;21.939075;0.007779;0.010240;21.197596;RowStore
1486145937;4040000;30;1701;6265276;2356844;308653;4367150;2458088;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.410935;0.002873;19.198555;0.007776;0.004122;18.407803;ColumnStore
1486145939;4040000;30;1768;2744012;5031499;3246790;2299108;4808220;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.393665;0.006560;22.482365;0.001848;0.007829;23.526377;RowStore
1486145941;4040000;31;1383;6818093;2275305;338259;5282497;2440449;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.735358;0.002640;19.886564;0.007095;0.003407;18.540850;ColumnStore
1486145943;4040000;31;3923;1569872;6567419;221151;2009632;6298749;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.529442;0.011466;17.224422;0.027131;0.008957;17.959122;RowStore
1486145945;4040000;32;1351;6840106;2228091;131541;4541065;2957695;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.776462;0.002632;20.307968;0.018245;0.003964;15.298401;ColumnStore
1486145947;4040000;32;1384;1595564;5063052;457935;2189613;5212627;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.335260;0.011281;22.342255;0.013102;0.008221;21.701149;RowStore
1486145949;4040000;33;1554;6203415;2284322;125109;4953084;2871135;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.544402;0.002902;19.808067;0.019183;0.003634;15.759622;ColumnStore
1486145951;4040000;33;1587;1777411;4953526;298527;2254218;5053406;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.780718;0.010127;22.836258;0.020099;0.007985;22.384901;RowStore
1486145953;4040000;34;1306;6712559;2191471;439164;5375830;2560093;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.837672;0.002682;20.647320;0.005465;0.003348;17.674358;ColumnStore
1486145955;4040000;34;4009;1650049;5233995;526116;1532723;4644695;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.496633;0.010909;21.612553;0.011404;0.011744;24.354666;RowStore
1486145957;4040000;35;1356;6785242;2243190;431552;5000503;2728535;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.769912;0.002653;20.171274;0.005561;0.003600;16.583258;ColumnStore
1486145958;4040000;35;1315;1620980;5352253;132840;1915145;4974102;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.562738;0.011104;21.135023;0.045167;0.009399;22.741793;RowStore
1486145960;4040000;36;1578;6418887;2370598;579724;4993204;2145494;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.520913;0.002804;19.087168;0.004140;0.003605;21.089781;ColumnStore
1486145962;4040000;36;1263;2251401;5196454;305259;2582598;4605740;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.750594;0.007995;21.768690;0.019655;0.006970;24.560658;RowStore
1486145964;4040000;37;1326;6853339;2320321;774043;5703534;2491766;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.809955;0.002626;19.500750;0.003101;0.003156;18.159010;ColumnStore
1486145966;4040000;37;1411;2066911;5207682;407776;2370767;5181619;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.252304;0.008709;21.721756;0.014714;0.007592;21.831015;RowStore
1486145968;4040000;38;1433;6728780;2329212;671364;5815905;2212552;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.674808;0.002675;19.426313;0.003575;0.003095;20.450594;ColumnStore
1486145970;4040000;38;1363;1780671;5150757;352409;2061543;4997516;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.402054;0.010109;21.961821;0.017026;0.008731;22.635244;RowStore
1486145972;4040000;39;1691;6341453;2283324;520280;4810594;2536336;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.419279;0.002838;19.816725;0.004613;0.003742;17.839909;ColumnStore
1486145974;4040000;39;2498;2348307;5028449;3101306;2084896;4489220;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;2.401922;0.007665;22.496002;0.001935;0.008634;25.198139;RowStore
1486145975;4040000;40;1412;6838629;2318260;172234;5024067;2951198;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.699717;0.002632;19.518087;0.013935;0.003583;15.332079;ColumnStore
1486145977;4040000;40;2815;1608708;5102191;639270;2031320;4527807;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;2.131439;0.011189;22.170866;0.009386;0.008861;24.983398;RowStore
1486145979;4040000;41;1345;7013571;2270054;707123;4658442;2510305;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.784387;0.002566;19.932566;0.003394;0.003864;18.024902;ColumnStore
1486145981;4040000;41;1313;1646635;5180469;444743;1890645;5420487;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.569688;0.010931;21.835861;0.013491;0.009521;20.868973;RowStore
1486145983;4040000;42;1486;6336715;2437558;439064;4127345;2536580;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.615074;0.002841;18.562841;0.005466;0.004361;17.838192;ColumnStore
1486145985;4040000;42;1606;1870382;5226807;341142;2128891;4693512;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.735990;0.009624;21.642275;0.017588;0.008455;24.101355;RowStore
1486145987;4040000;43;1304;6717503;2202998;228861;5095576;2419588;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.840491;0.002680;20.539286;0.010487;0.003532;18.700706;ColumnStore
1486145989;4040000;43;3376;1653080;5287774;718329;2112203;4988966;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.777251;0.010889;21.392744;0.008353;0.008522;22.674036;RowStore
1486145991;4040000;44;1334;6807408;2428898;350150;4931863;2370530;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.799101;0.002644;18.629026;0.006854;0.003650;19.087715;ColumnStore
1486145993;4040000;44;1332;1673042;5231362;524918;2005105;5364565;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.504505;0.010759;21.623432;0.011430;0.008977;21.086517;RowStore
1486145995;4040000;45;1661;6170785;2200206;875032;4651206;2274534;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.444913;0.002917;20.565348;0.002743;0.003870;19.893307;ColumnStore
1486145997;4040000;45;1592;2336471;5191574;3104402;1901314;4553988;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.768844;0.007704;21.789152;0.001933;0.009467;24.839766;RowStore
1486145998;4040000;46;1340;6695563;2255020;466592;8042666;2201453;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.791045;0.002688;20.065454;0.005144;0.002238;20.553698;ColumnStore
1486146000;4040000;46;4108;1999540;5749685;1532060;2049595;5096842;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.460565;0.009002;19.674120;0.003916;0.008782;22.194134;RowStore
1486146002;4040000;47;1317;7007032;2169025;431479;4271267;2535043;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.822323;0.002569;20.860989;0.005562;0.004214;17.849007;ColumnStore
1486146004;4040000;47;1272;1674817;5176993;448830;2053547;5425666;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;4.716981;0.010747;21.850521;0.013368;0.008765;20.849052;RowStore
1486146006;4040000;48;1504;6336250;2175363;280186;5487259;2298489;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.595745;0.002841;20.800207;0.008566;0.003280;19.685978;ColumnStore
1486146008;4040000;48;1580;2414912;5096586;3109470;2590835;4602225;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;3.797468;0.007454;22.195250;0.001930;0.006948;24.579414;RowStore
1486146010;4040000;49;1425;6739413;2241342;801362;5069019;2361093;452480000;90496000;1200;150;150;8;8;150;8;112;2828000;8;8;1.684211;0.002671;20.187904;0.002995;0.003551;19.164007;ColumnStore
1486146012;4040000;49;3753;1667733;5302736;281991;1967985;5440953;452480000;90496000;1200;150;150;8;32;150;8;112;2828000;8;32;1.598721;0.010793;21.332382;0.021277;0.009146;20.790474;RowStore
1486146016;7780000;0;4024;8985602;4605643;289575;5690991;5202285;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;0.596421;0.002003;18.919399;0.008288;0.003163;16.749563;ColumnStore
1486146020;7780000;0;1815;2329397;9940404;7282586;2802812;8569823;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;3.305785;0.007727;21.914602;0.000824;0.006422;25.419430;RowStore
1486146024;7780000;1;1582;9317104;4340978;487479;7013160;4217813;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.517067;0.001932;20.072897;0.004923;0.002567;20.659048;ColumnStore
1486146028;7780000;1;1491;1672312;9989990;502083;1597586;9246472;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.024145;0.010764;21.805828;0.011950;0.011267;23.559256;RowStore
1486146032;7780000;2;1639;6969997;4880471;185190;4376330;4406121;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.464308;0.002582;17.854013;0.012960;0.004113;19.776125;ColumnStore
1486146036;7780000;2;1347;2145307;11402055;2365467;2235164;8154881;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.454343;0.008390;19.105328;0.002536;0.008053;26.712835;RowStore
1486146039;7780000;3;1314;6859552;4384492;341122;4573677;4121911;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.826484;0.002624;19.873682;0.007036;0.003936;21.139711;ColumnStore
1486146043;7780000;3;1338;1644442;12313210;407493;1855565;8599821;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.484305;0.010946;17.691568;0.014724;0.009701;25.330761;RowStore
1486146047;7780000;4;1459;6799824;4528858;346530;5290367;4135718;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.644962;0.002647;19.240171;0.006926;0.003402;21.069134;ColumnStore
1486146050;7780000;4;1495;2286209;10446576;2392139;2402094;9422204;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.013378;0.007873;20.852764;0.002508;0.007493;23.119856;RowStore
1486146054;7780000;5;1336;6955311;4370454;400484;6023945;4115546;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.796407;0.002588;19.937517;0.005993;0.002988;21.172403;ColumnStore
1486146058;7780000;5;1378;2189687;9797687;427823;2084687;8310677;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.354136;0.008220;22.233820;0.014024;0.008634;26.212067;RowStore
1486146061;7780000;6;1455;7041316;4399289;471746;6931585;4009072;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.649485;0.002556;19.806837;0.005087;0.002597;21.734705;ColumnStore
1486146065;7780000;6;1216;2215360;9694746;364652;1939177;9071845;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.934211;0.008125;22.469904;0.016454;0.009282;24.012756;RowStore
1486146069;7780000;7;1557;6814435;4516017;367666;5116929;4133538;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.541426;0.002641;19.294878;0.006528;0.003518;21.080248;ColumnStore
1486146073;7780000;7;1389;2458139;9890502;2370853;2402041;8780450;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.319654;0.007323;22.025171;0.002531;0.007494;24.809664;RowStore
1486146076;7780000;8;1255;7239490;4404264;307805;5556893;4127047;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.912351;0.002486;19.784464;0.007797;0.003239;21.113401;ColumnStore
1486146080;7780000;8;1336;2058700;9994919;1501260;2177999;8302503;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.491018;0.008743;21.795073;0.003997;0.008264;26.237869;RowStore
1486146084;7780000;9;1552;7142742;4335101;222254;4811203;4270467;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.546392;0.002520;20.100107;0.010798;0.003741;20.404325;ColumnStore
1486146087;7780000;9;1312;2319814;9544210;3062244;2281588;8874435;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.573171;0.007759;22.824310;0.001959;0.007889;24.546915;RowStore
1486146091;7780000;10;1362;6897083;4540074;316452;4833693;4207079;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.762115;0.002610;19.192638;0.007584;0.003724;20.711758;ColumnStore
1486146095;7780000;10;1314;1653343;9837709;369056;1955841;8504781;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.566210;0.010887;22.143366;0.016258;0.009203;25.613829;RowStore
1486146098;7780000;11;1498;6780580;4376242;262063;5558501;4105722;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.602136;0.002655;19.911148;0.009158;0.003238;21.223064;ColumnStore
1486146102;7780000;11;1361;2183130;9712308;2378708;2011918;8405584;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.408523;0.008245;22.429274;0.002522;0.008947;25.916105;RowStore
1486146106;7780000;12;1380;6854898;4599918;337393;4954534;4206875;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.739130;0.002626;18.942945;0.007113;0.003633;20.712763;ColumnStore
1486146109;7780000;12;1338;2318035;10484064;315293;2317099;8505777;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.484305;0.007765;20.778202;0.019030;0.007768;25.610828;RowStore
1486146113;7780000;13;1436;6926185;4408808;420043;6232055;4258470;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.671309;0.002599;19.764072;0.005714;0.002888;20.461809;ColumnStore
1486146117;7780000;13;1362;2170249;11336798;361850;2061438;8851515;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.405286;0.008294;19.215303;0.016581;0.008732;24.610476;RowStore
1486146120;7780000;14;1744;6936362;4471096;470650;5842150;5904687;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.376147;0.002595;19.488733;0.005099;0.003081;14.757091;ColumnStore
1486146124;7780000;14;1365;2208070;9694505;430367;2086633;8495641;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.395605;0.008152;22.470463;0.013942;0.008626;25.641386;RowStore
1486146128;7780000;15;1492;7071722;4308921;208175;5553759;4055404;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.608579;0.002545;20.222233;0.011529;0.003241;21.486391;ColumnStore
1486146131;7780000;15;1427;2185389;9858225;2354263;1757983;8763148;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.204625;0.008237;22.097286;0.002549;0.010239;24.858646;RowStore
1486146135;7780000;16;1471;7100870;4208140;314841;4917437;4117126;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.631543;0.002535;20.706535;0.007623;0.003660;21.164278;ColumnStore
1486146139;7780000;16;1378;1659700;9900226;400160;1816809;9224130;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.354136;0.010845;22.003538;0.014994;0.009907;23.616320;RowStore
1486146142;7780000;17;1532;6831342;4300318;480551;5357188;4240197;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.566580;0.002635;20.262688;0.004994;0.003360;20.549988;ColumnStore
1486146146;7780000;17;1373;2217968;9896078;2309935;2021611;9561431;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.369993;0.008116;22.012760;0.002597;0.008904;22.783201;RowStore
1486146150;7780000;18;1338;6805465;4441740;377863;5133862;5409898;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.793722;0.002645;19.617537;0.006352;0.003506;16.106773;ColumnStore
1486146154;7780000;18;1453;1708381;9781790;459428;1761837;8677554;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.129388;0.010536;22.269953;0.013060;0.010217;25.103848;RowStore
1486146157;7780000;19;1556;6884903;4524299;522909;6556553;4085188;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.542416;0.002614;19.259558;0.004590;0.002745;21.329742;ColumnStore
1486146162;7780000;19;1367;2312064;9801504;2492275;2100325;9179728;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.389174;0.007785;22.225161;0.002407;0.008570;23.730551;RowStore
1486146165;7780000;20;1361;6895391;4403902;374385;7523218;4897080;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.763409;0.002610;19.786089;0.006411;0.002393;17.793461;ColumnStore
1486146169;7780000;20;1475;1610667;9933564;412094;1839444;9066352;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.067797;0.011175;21.929693;0.014560;0.009786;24.027306;RowStore
1486146173;7780000;21;1656;7114644;4757866;261312;5346389;4253469;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.449275;0.002530;18.314095;0.009184;0.003367;20.485867;ColumnStore
1486146177;7780000;21;1299;2196979;10288825;2534229;2774948;8995972;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.618938;0.008193;21.172485;0.002368;0.006487;24.215282;RowStore
1486146180;7780000;22;1355;6828207;4348476;539155;5583588;4281943;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.771218;0.002636;20.038284;0.004451;0.003224;20.349640;ColumnStore
1486146184;7780000;22;1362;2214892;10064882;487076;1915069;8818836;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.405286;0.008127;21.643572;0.012318;0.009399;24.701674;RowStore
1486146188;7780000;23;1489;6950349;4361048;480812;5521610;4134789;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.611820;0.002590;19.980518;0.004992;0.003260;21.073868;ColumnStore
1486146191;7780000;23;1479;2128696;9708355;403564;2448448;9365798;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.056795;0.008456;22.438404;0.014868;0.007352;23.259096;RowStore
1486146195;7780000;24;1554;6839688;4398897;293907;6034545;4072860;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.544402;0.002632;19.808603;0.008166;0.002983;21.394304;ColumnStore
1486146198;7780000;24;1396;2155576;9588581;2467045;2027753;9204108;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.297994;0.008350;22.718691;0.002432;0.008877;23.667692;RowStore
1486146202;7780000;25;1304;7028430;4442375;350710;6001025;4324411;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.840491;0.002561;19.614733;0.006843;0.002999;20.149796;ColumnStore
1486146206;7780000;25;1877;1631746;9850375;442956;1622765;8411842;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;3.196590;0.011031;22.114893;0.013545;0.011092;25.896824;RowStore
1486146209;7780000;26;1430;6839778;4237136;653311;5243996;4031945;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.678322;0.002632;20.564835;0.003674;0.003432;21.611406;ColumnStore
1486146213;7780000;26;1364;2230244;10126112;3163216;1826672;8679642;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.398827;0.008071;21.512699;0.001897;0.009854;25.097809;RowStore
1486146217;7780000;27;1312;6920767;4342832;430381;5436344;4273569;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.829268;0.002601;20.064325;0.005576;0.003311;20.389515;ColumnStore
1486146221;7780000;27;1747;1734994;9896324;410788;1648223;9096204;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;3.434459;0.010375;22.012215;0.014606;0.010921;23.948450;RowStore
1486146224;7780000;28;1454;6727029;4287428;131414;4949524;4228499;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.650619;0.002676;20.323606;0.018263;0.003637;20.606840;ColumnStore
1486146228;7780000;28;1345;2241259;9744181;2608086;2222092;8689871;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.460967;0.008031;22.355906;0.002301;0.008100;25.068266;RowStore
1486146232;7780000;29;1267;6917398;4282712;427316;5423969;3944801;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.894238;0.002602;20.345987;0.005616;0.003319;22.088820;ColumnStore
1486146235;7780000;29;1933;2054076;9816115;1318169;1972014;8823514;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;3.103983;0.008763;22.192080;0.004552;0.009128;24.688576;RowStore
1486146239;7780000;30;1581;6882832;4431936;412748;4646087;4585102;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.518027;0.002615;19.660934;0.005815;0.003874;19.004156;ColumnStore
1486146243;7780000;30;1373;2333089;10649797;2222543;2237794;8825668;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.369993;0.007715;20.454851;0.002700;0.008044;24.682550;RowStore
1486146246;7780000;31;1279;6947521;5021922;541502;4838909;4736504;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.876466;0.002591;17.351126;0.004432;0.003720;18.396690;ColumnStore
1486146250;7780000;31;1309;2293078;11199251;704340;2159042;8102349;871360000;174272000;1200;150;150;8;32;150;8;112;5446000;8;32;4.583652;0.007850;19.451302;0.008519;0.008337;26.886030;RowStore
1486146253;7780000;32;1504;6853049;4529256;352109;6077353;4313184;871360000;174272000;1200;150;150;8;8;150;8;112;5446000;8;8;1.595745;0.002627;19.238480;0.006816;0.002962;20.202246;ColumnStore
