timestamp;NumberOfCustomers;CurrentRepetition;DurationQ1SingleThreaded;DurationQ2SingleThreaded;DurationQ3SingleThreaded;DurationQ1MultiThreaded;DurationQ2MultiThreaded;DurationQ3MultiThreaded;dataSetSizeCustomersInByte;dataSetSizeItemsInByte;dataSetSizeJoinTableInByte;NumberOfRecordsToProcess;Q1NumRecordsToProcess;Unset1;Q1NumRecordToProcessedDeRefSize;Q2NumRecordsToProcess;Unset2;Q2NumRecordToProcessedDeRefSize;Q3NumRecordsToProcess;Unset3;Q3NumRecordToProcessedDeRefSize;Q1GBpsecSingleThreaded;Q2GBpsecSingleThreaded;Q3GBpsecSingleThreaded;Q1GBpsecMultiThreaded;Q2GBpsecMultiThreaded;Q3GBpsecMultiThreaded;Type;Platform;ProcessVmSize
1486172374;20733328;13;1311;6801114;11277711;251887;6182211;10338052;2322132736;464426528;1200;150;150;0;8;150;0;112;14513329;0;8;0.915332;0.002470;10.295230;0.004764;0.002717;11.230997;ColumnStore;Host;2.413086
1486172384;20733328;13;1387;1793043;26940106;398989;2035817;22085971;2322132736;464426528;1200;150;150;0;32;150;0;112;14513329;0;32;3.460707;0.009370;17.239223;0.012030;0.008252;21.028122;RowStore;Host;2.413086
1486172394;20733328;13;0;53110664;5285686;0;16256467;1745275;2322132736;464426528;116106632;14513329;0;0;0;14513329;0;80;14513329;0;8;0.000000;21.861267;21.966238;0.000000;71.421822;66.526268;ColumnStore;Device;2.413086
1486172405;20733328;14;1354;6852382;11524977;319177;6421683;10429671;2322132736;464426528;1200;150;150;0;8;150;0;112;14513329;0;8;0.886263;0.002452;10.074347;0.003760;0.002616;11.132339;ColumnStore;Host;2.413086
1486172415;20733328;14;1725;1745108;27988825;392154;1809694;22211452;2322132736;464426528;1200;150;150;0;32;150;0;112;14513329;0;32;2.782609;0.009627;16.593285;0.012240;0.009283;20.909328;RowStore;Host;2.413086
1486172426;20733328;14;0;51568331;5275838;0;16247793;1745535;2322132736;464426528;116106632;14513329;0;0;0;14513329;0;80;14513329;0;8;0.000000;22.515104;22.007238;0.000000;71.459953;66.516357;ColumnStore;Device;2.413086
1486172437;23199994;0;1343;6739579;12862627;250568;4598594;11442971;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.893522;0.002493;10.100577;0.004789;0.003653;11.353691;ColumnStore;Host;2.681641
1486172448;23199994;0;1457;1708668;30315198;261447;2128918;25671291;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.294441;0.009832;17.142551;0.018359;0.007891;20.243618;RowStore;Host;2.681641
1486172458;23199994;0;0;59753870;5897457;0;18138558;1950483;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.742519;22.029829;0.000000;71.626404;66.609123;ColumnStore;Device;2.681641
1486172470;23199994;1;1366;6639302;14095967;240143;5818072;11561421;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.878477;0.002530;9.216818;0.004997;0.002888;11.237370;ColumnStore;Host;2.681641
1486172481;23199994;1;1487;1678596;29816471;595771;1876771;24874712;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.227976;0.010008;17.429287;0.008057;0.008952;20.891895;RowStore;Host;2.681641
1486172490;23199994;1;0;57877071;5885348;0;18132164;1934931;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;22.447571;22.075153;0.000000;71.651665;67.144493;ColumnStore;Device;2.681641
1486172502;23199994;2;1316;6664554;12738289;431827;4888315;11256281;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.911854;0.002521;10.199168;0.002779;0.003437;11.541997;ColumnStore;Host;2.681641
1486172512;23199994;2;1512;1668202;29610555;641250;1925136;25853112;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.174603;0.010071;17.550493;0.007485;0.008727;20.101250;RowStore;Host;2.681641
1486172523;23199994;2;0;57640263;5881725;0;18127090;1933397;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;22.539793;22.088753;0.000000;71.671722;67.197769;ColumnStore;Device;2.681641
1486172535;23199994;3;1182;6960225;13094156;276771;5499458;11156995;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;1.015229;0.002414;9.921981;0.004336;0.003055;11.644710;ColumnStore;Host;2.681641
1486172549;23199994;3;1469;1850412;28942578;544517;1925765;25086242;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.267529;0.009079;17.955547;0.008815;0.008724;20.715731;RowStore;Host;2.681641
1486172560;23199994;3;0;59578825;5880112;0;18159064;1976523;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.806400;22.094810;0.000000;71.545525;65.731567;ColumnStore;Device;2.681641
1486172571;23199994;4;1298;6522021;12529424;295689;5442190;11078734;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.924499;0.002576;10.369188;0.004058;0.003087;11.726968;ColumnStore;Host;2.681641
1486172582;23199994;4;1659;1638113;28815335;396043;1738986;24487017;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;2.893309;0.010256;18.034836;0.012120;0.009661;21.222670;RowStore;Host;2.681641
1486172592;23199994;4;0;59762836;5882667;0;18168635;1936013;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.739258;22.085215;0.000000;71.507828;67.106964;ColumnStore;Device;2.681641
1486172604;23199994;5;1310;6656238;12508593;249331;5024935;11090282;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.916031;0.002524;10.386457;0.004813;0.003343;11.714757;ColumnStore;Host;2.681641
1486172614;23199994;5;1459;1696071;28624376;175477;1809739;24796144;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.289925;0.009905;18.155149;0.027354;0.009283;20.958092;RowStore;Host;2.681641
1486172625;23199994;5;0;59527609;5885353;0;18177114;1929754;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.825161;22.075136;0.000000;71.474472;67.324623;ColumnStore;Device;2.681641
1486172636;23199994;6;1267;6524240;12546160;276040;6276459;10802570;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.947119;0.002575;10.355356;0.004347;0.002677;12.026764;ColumnStore;Host;2.681641
1486172647;23199994;6;1292;1685742;28722851;445031;1923079;26184949;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.715170;0.009966;18.092905;0.010786;0.008736;19.846510;RowStore;Host;2.681641
1486172661;23199994;6;0;59735120;5880661;0;18756408;1936389;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.749344;22.092749;0.000000;69.266975;67.093933;ColumnStore;Device;2.681641
1486172673;23199994;7;1419;6521640;12545455;239642;4423509;10882142;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.845666;0.002576;10.355938;0.005007;0.003798;11.938823;ColumnStore;Host;2.681641
1486172684;23199994;7;1394;1618491;28732228;368878;2026084;24627112;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.443329;0.010380;18.087002;0.013012;0.008292;21.101940;RowStore;Host;2.681641
1486172694;23199994;7;0;61815641;5894967;0;18125648;1932231;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.017330;22.039133;0.000000;71.677422;67.238319;ColumnStore;Device;2.681641
1486172706;23199994;8;1399;6603258;12529923;273125;5595679;10739805;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.857756;0.002544;10.368776;0.004394;0.003002;12.097050;ColumnStore;Host;2.681641
1486172716;23199994;8;1506;1637127;28714660;423180;1742536;24692298;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.187251;0.010262;18.098066;0.011343;0.009641;21.046232;RowStore;Host;2.681641
1486172727;23199994;8;0;57664203;5899049;0;18127689;1935720;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;22.530437;22.023882;0.000000;71.669357;67.117126;ColumnStore;Device;2.681641
1486172738;23199994;9;1869;6537321;12600437;406068;6084496;10917484;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.642055;0.002570;10.310751;0.002955;0.002761;11.900174;ColumnStore;Host;2.681641
1486172749;23199994;9;1464;1694137;28730281;504362;1991498;25698331;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.278689;0.009917;18.088226;0.009517;0.008436;20.222319;RowStore;Host;2.681641
1486172759;23199994;9;0;59786288;5885728;0;18122145;1996781;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.730730;22.073729;0.000000;71.691277;65.064705;ColumnStore;Device;2.681641
1486172771;23199994;10;1274;6640088;12624036;256183;4977768;10908643;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.941915;0.002530;10.291476;0.004684;0.003375;11.909819;ColumnStore;Host;2.681641
1486172782;23199994;10;1515;1645807;29797196;282370;2111726;24313544;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.168317;0.010208;17.440561;0.016999;0.007956;21.374088;RowStore;Host;2.681641
1486172793;23199994;10;0;59734348;5878340;0;18191456;1932505;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.749626;22.101471;0.000000;71.418121;67.228783;ColumnStore;Device;2.681641
1486172805;23199994;11;1360;6550022;12671059;236215;6920435;10868902;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.882353;0.002565;10.253284;0.005080;0.002428;11.953365;ColumnStore;Host;2.681641
1486172815;23199994;11;1508;1668748;28936835;409522;1862163;24365070;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.183024;0.010067;17.959110;0.011721;0.009022;21.328888;RowStore;Host;2.681641
1486172826;23199994;11;0;57632746;5895650;0;18174896;1961367;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;22.542736;22.036579;0.000000;71.483200;66.239494;ColumnStore;Device;2.681641
1486172838;23199994;12;1318;6591314;12527433;271778;5890724;10873626;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.910470;0.002549;10.370836;0.004415;0.002852;11.948173;ColumnStore;Host;2.681641
1486172849;23199994;12;1483;1964334;29017934;191047;1723168;25375796;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.236682;0.008553;17.908918;0.025125;0.009749;20.479351;RowStore;Host;2.681641
1486172859;23199994;12;0;59731442;5883411;0;18506887;1933847;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.750685;22.082420;0.000000;70.200874;67.182129;ColumnStore;Device;2.681641
1486172871;23199994;13;1330;6584927;12493846;294336;6953469;10337027;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.902256;0.002551;10.398716;0.004077;0.002416;12.568407;ColumnStore;Host;2.681641
1486172882;23199994;13;1546;1654126;28906104;179914;1280093;24098323;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.104787;0.010156;17.978205;0.026679;0.013124;21.564980;RowStore;Host;2.681641
1486172893;23199994;13;0;61707905;5888194;0;18128208;1935219;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.054024;22.064484;0.000000;71.667297;67.134499;ColumnStore;Device;2.681641
1486172904;23199994;14;1347;6615078;12433254;263909;4120028;10924196;2598399328;519679872;1200;150;150;0;8;150;0;112;16239996;0;8;0.890869;0.002540;10.449393;0.004547;0.004078;11.892862;ColumnStore;Host;2.681641
1486172915;23199994;14;1512;1682812;29367654;436565;1965967;25543610;2598399328;519679872;1200;150;150;0;32;150;0;112;16239996;0;32;3.174603;0.009983;17.695654;0.010995;0.008545;20.344809;RowStore;Host;2.681641
1486172925;23199994;14;0;59191558;5888033;0;18597968;1935255;2598399328;519679872;129919968;16239996;0;0;0;16239996;0;80;16239996;0;8;0.000000;21.949070;22.065086;0.000000;69.857079;67.133255;ColumnStore;Device;2.681641
1486172938;25666660;0;1341;6568692;14385873;260895;5491674;12827326;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.894855;0.002558;9.991281;0.004600;0.003059;11.205242;ColumnStore;Host;2.951172
1486172949;25666660;0;1493;1631813;32146275;414056;1869399;28116254;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.215003;0.010295;17.884909;0.011593;0.008987;20.448427;RowStore;Host;2.951172
1486172961;25666660;0;0;65217604;6494484;0;20056000;2118191;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;22.039034;22.131596;0.000000;71.665985;67.856628;ColumnStore;Device;2.951172
1486172974;25666660;1;1466;6537101;13885846;289714;5024403;11725446;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.818554;0.002570;10.351065;0.004142;0.003344;12.258237;ColumnStore;Host;2.951172
1486172986;25666660;1;1658;1727952;34413060;433929;1814332;28501317;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;2.895054;0.009722;16.706831;0.011062;0.009260;20.172161;RowStore;Host;2.951172
1486172998;25666660;1;0;63720977;6486518;0;20490202;2122269;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;22.556669;22.158775;0.000000;70.147331;67.726234;ColumnStore;Device;2.951172
1486173010;25666660;2;1314;6644876;14144838;261972;4975210;12005711;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.913242;0.002528;10.161537;0.004581;0.003377;11.972076;ColumnStore;Host;2.951172
1486173022;25666660;2;1508;1695642;32329076;395897;1958206;26624933;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.183024;0.009908;17.783781;0.012124;0.008579;21.593788;RowStore;Host;2.951172
1486173034;25666660;2;0;63778515;6491729;0;20037557;2118213;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;22.536318;22.140987;0.000000;71.731949;67.855919;ColumnStore;Device;2.951172
1486173047;25666660;3;1353;6787602;14030938;287558;5204512;12085854;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.886918;0.002475;10.244026;0.004173;0.003228;11.892688;ColumnStore;Host;2.951172
1486173059;25666660;3;1557;1640950;32081914;746521;1772188;26969166;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.082852;0.010238;17.920788;0.006430;0.009480;21.318167;RowStore;Host;2.951172
1486173070;25666660;3;0;66978488;6496729;0;20024546;2119298;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.459623;22.123949;0.000000;71.778557;67.821175;ColumnStore;Device;2.951172
1486173083;25666660;4;1335;6695814;13936637;293923;5583306;12001048;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.898876;0.002509;10.313341;0.004083;0.003009;11.976728;ColumnStore;Host;2.951172
1486173095;25666660;4;1428;1628141;32311502;270985;1709775;27311996;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.361345;0.010319;17.793451;0.017713;0.009826;21.050573;RowStore;Host;2.951172
1486173106;25666660;4;0;66060755;6490306;0;20056790;2119940;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.757742;22.145842;0.000000;71.663162;67.800644;ColumnStore;Device;2.951172
1486173119;25666660;5;1267;6600186;13716875;272530;5785537;11503301;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.947119;0.002545;10.478575;0.004403;0.002904;12.494961;ColumnStore;Host;2.951172
1486173131;25666660;5;1579;1649683;32300012;491759;1710449;27111762;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.039899;0.010184;17.799784;0.009761;0.009822;21.206043;RowStore;Host;2.951172
1486173142;25666660;5;0;65677238;6497142;0;20056430;2125361;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.884796;22.122541;0.000000;71.664444;67.627708;ColumnStore;Device;2.951172
1486173155;25666660;6;1666;6571095;13750322;527105;5692079;11976593;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.720288;0.002557;10.453086;0.002277;0.002951;12.001184;ColumnStore;Host;2.951172
1486173168;25666660;6;1574;1944925;31986530;233393;1679745;28759993;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.049556;0.008638;17.974228;0.020566;0.010002;19.990728;RowStore;Host;2.951172
1486173180;25666660;6;0;66040740;6496972;0;22051615;2122292;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.764338;22.123121;0.000000;65.180397;67.725502;ColumnStore;Device;2.951172
1486173192;25666660;7;1428;6680390;13883164;215324;5583151;12023952;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.840336;0.002515;10.353065;0.005573;0.003009;11.953915;ColumnStore;Host;2.951172
1486173204;25666660;7;1469;1632389;32636046;310099;1895853;26633873;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.267529;0.010292;17.616508;0.015479;0.008861;21.586542;RowStore;Host;2.951172
1486173215;25666660;7;0;66057251;6496855;0;20060124;2134645;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.758898;22.123518;0.000000;71.651253;67.333588;ColumnStore;Device;2.951172
1486173228;25666660;8;1273;6589957;13860272;426969;4606435;12169823;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.942655;0.002549;10.370164;0.002811;0.003647;11.810632;ColumnStore;Host;2.951172
1486173239;25666660;8;1547;1684813;32242764;437969;2083241;27082148;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.102780;0.009971;17.831387;0.010960;0.008064;21.229231;RowStore;Host;2.951172
1486173251;25666660;8;0;66128864;6512494;0;20065322;2117978;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.735334;22.070393;0.000000;71.632690;67.863449;ColumnStore;Device;2.951172
1486173264;25666660;9;1284;6651069;13978096;193884;6252388;11758133;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.934579;0.002526;10.282752;0.006189;0.002687;12.224159;ColumnStore;Host;2.951172
1486173275;25666660;9;1420;1839582;31777835;345466;1936837;29899368;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.380282;0.009133;18.092270;0.013894;0.008674;19.228941;RowStore;Host;2.951172
1486173286;25666660;9;0;63729353;6607510;0;20014625;2125096;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;22.553705;21.753019;0.000000;71.814140;67.636139;ColumnStore;Device;2.951172
1486173299;25666660;10;1352;6644591;13837684;340900;4810366;11812441;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.887574;0.002528;10.387092;0.003520;0.003492;12.167958;ColumnStore;Host;2.951172
1486173311;25666660;10;1799;1645830;32214317;388472;1961512;28244082;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;2.668149;0.010208;17.847132;0.012356;0.008565;20.355881;RowStore;Host;2.951172
1486173322;25666660;10;0;64692767;6494023;0;20009689;2125822;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;22.217833;22.133167;0.000000;71.831856;67.613045;ColumnStore;Device;2.951172
1486173335;25666660;11;1300;6599679;13871404;194748;5236832;11769393;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.923077;0.002546;10.361841;0.006162;0.003208;12.212464;ColumnStore;Host;2.951172
1486173347;25666660;11;1786;1704389;32183944;585052;1963991;27257964;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;2.687570;0.009857;17.863974;0.008204;0.008554;21.092300;RowStore;Host;2.951172
1486173357;25666660;11;0;63739515;6493494;0;20025245;2133487;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;22.550108;22.134970;0.000000;71.776054;67.370125;ColumnStore;Device;2.951172
1486173370;25666660;12;1235;6555614;13936667;258681;5021018;12301517;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.971660;0.002563;10.313319;0.004639;0.003346;11.684193;ColumnStore;Host;2.951172
1486173381;25666660;12;1518;1642218;32485380;484837;2065298;27545551;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.162055;0.010230;17.698212;0.009900;0.008134;20.872087;RowStore;Host;2.951172
1486173393;25666660;12;0;66035024;6495038;0;20016088;2124086;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.766222;22.129707;0.000000;71.808891;67.668304;ColumnStore;Device;2.951172
1486173406;25666660;13;1453;6547042;13774128;300999;4869940;12253360;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.825878;0.002566;10.435019;0.003987;0.003450;11.730113;ColumnStore;Host;2.951172
1486173417;25666660;13;1582;1628509;32117184;767821;2131092;26656025;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.034134;0.010316;17.901108;0.006251;0.007883;21.568602;RowStore;Host;2.951172
1486173428;25666660;13;0;66068431;6530738;0;20023772;2123857;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.755215;22.008738;0.000000;71.781326;67.675598;ColumnStore;Device;2.951172
1486173441;25666660;14;1330;6498036;14100185;334461;6022090;11727845;2874665920;574933184;1200;150;150;0;8;150;0;112;17966662;0;8;0.902256;0.002585;10.193717;0.003588;0.002790;12.255729;ColumnStore;Host;2.951172
1486173453;25666660;14;1331;1630141;32272143;461942;1734900;28189915;2874665920;574933184;1200;150;150;0;32;150;0;112;17966662;0;32;3.606311;0.010306;17.815151;0.010391;0.009684;20.394995;RowStore;Host;2.951172
1486173468;25666660;14;0;66070738;6488276;0;20012909;2125699;2874665920;574933184;143733296;17966662;0;0;0;17966662;0;80;17966662;0;8;0.000000;21.754457;22.152771;0.000000;71.820297;67.616951;ColumnStore;Device;2.951172
1486173482;28133326;0;1409;6593941;15430883;249068;6339624;13168500;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.851668;0.002548;10.209826;0.004818;0.002650;11.963901;ColumnStore;Host;3.220703
1486173495;28133326;0;1391;1793693;35022150;476337;1920699;29490008;3150932512;630186496;1200;150;150;0;32;150;0;112;19693328;0;32;3.450755;0.009366;17.993940;0.010077;0.008747;21.369493;RowStore;Host;3.220703
1486173508;28133326;0;0;71372806;7112082;0;21932417;2310284;3150932512;630186496;157546624;19693328;0;0;0;19693328;0;80;19693328;0;8;0.000000;22.073761;22.151970;0.000000;71.832771;68.193619;ColumnStore;Device;3.220703
1486173522;28133326;1;1388;6587321;15128337;528565;4370653;13167936;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.864553;0.002550;10.414008;0.002270;0.003844;11.964413;ColumnStore;Host;3.220703
1486173535;28133326;1;1620;1644069;35599035;724920;1904816;29997934;3150932512;630186496;1200;150;150;0;32;150;0;112;19693328;0;32;2.962963;0.010219;17.702349;0.006621;0.008820;21.007664;RowStore;Host;3.220703
1486173548;28133326;1;0;69862706;7091948;0;23956675;2294285;3150932512;630186496;157546624;19693328;0;0;0;19693328;0;80;19693328;0;8;0.000000;22.550892;22.214859;0.000000;65.763145;68.669159;ColumnStore;Device;3.220703
1486173562;28133326;2;1266;6496382;15192941;241451;5880726;13046217;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.947867;0.002586;10.369725;0.004970;0.002857;12.076038;ColumnStore;Host;3.220703
1486173575;28133326;2;1691;1752389;35750112;366895;2040734;29798717;3150932512;630186496;1200;150;150;0;32;150;0;112;19693328;0;32;2.838557;0.009587;17.627539;0.013083;0.008232;21.148109;RowStore;Host;3.220703
1486173587;28133326;2;0;69842872;7110055;0;21956393;2308835;3150932512;630186496;157546624;19693328;0;0;0;19693328;0;80;19693328;0;8;0.000000;22.557295;22.158285;0.000000;71.754333;68.236412;ColumnStore;Device;3.220703
1486173601;28133326;3;1333;6561498;15103063;282953;5209465;13103505;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.900225;0.002560;10.431436;0.004241;0.003225;12.023243;ColumnStore;Host;3.220703
1486173614;28133326;3;1505;1681945;35337830;577289;2064406;29579412;3150932512;630186496;1200;150;150;0;32;150;0;112;19693328;0;32;3.189369;0.009988;17.833197;0.008315;0.008138;21.304903;RowStore;Host;3.220703
1486173626;28133326;3;0;72149338;7094581;0;21959849;2312957;3150932512;630186496;157546624;19693328;0;0;0;19693328;0;80;19693328;0;8;0.000000;21.836185;22.206614;0.000000;71.743042;68.114807;ColumnStore;Device;3.220703
1486173640;28133326;4;1346;6529621;17604830;380128;4859686;18643915;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.891531;0.002573;8.949057;0.003157;0.003457;8.450297;ColumnStore;Host;3.220703
1486173652;28133326;4;1438;1655414;36312192;281412;1893424;31578847;3150932512;630186496;1200;150;150;0;32;150;0;112;19693328;0;32;3.337970;0.010149;17.354681;0.017057;0.008873;19.955969;RowStore;Host;3.220703
1486173665;28133326;4;0;70362958;7144433;0;21927993;3520675;3150932512;630186496;157546624;19693328;0;0;0;19693328;0;80;19693328;0;8;0.000000;22.390562;22.051662;0.000000;71.847267;44.748981;ColumnStore;Device;3.220703
1486173679;28133326;5;1350;6645139;15148285;277587;5305423;13299681;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.888889;0.002528;10.400294;0.004323;0.003167;11.845895;ColumnStore;Host;3.220703
1486173692;28133326;5;1556;1701349;36181381;431408;2056523;30933963;3150932512;630186496;1200;150;150;0;32;150;0;112;19693328;0;32;3.084833;0.009875;17.417427;0.011126;0.008169;20.371994;RowStore;Host;3.220703
1486173705;28133326;5;0;71353717;7106693;0;21929623;2307278;3150932512;630186496;157546624;19693328;0;0;0;19693328;0;80;19693328;0;8;0.000000;22.079666;22.168768;0.000000;71.841919;68.282463;ColumnStore;Device;3.220703
1486173718;28133326;6;1359;6619603;15276535;442850;4411846;13438269;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.883002;0.002538;10.312982;0.002710;0.003808;11.723729;ColumnStore;Host;3.220703
1486173731;28133326;6;1510;1648226;35742945;438916;1894987;29786755;3150932512;630186496;1200;150;150;0;32;150;0;112;19693328;0;32;3.178808;0.010193;17.631075;0.010936;0.008865;21.156601;RowStore;Host;3.220703
1486173744;28133326;6;0;72427083;7098942;0;22420427;2312135;3150932512;630186496;157546624;19693328;0;0;0;19693328;0;80;19693328;0;8;0.000000;21.752447;22.192972;0.000000;70.269234;68.139023;ColumnStore;Device;3.220703
1486173758;28133326;7;1413;6577344;15159811;258614;5703907;12915782;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.849257;0.002554;10.392387;0.004640;0.002945;12.197994;ColumnStore;Host;3.220703
1486173771;28133326;7;1440;1689189;35607134;269776;2046750;29679545;3150932512;630186496;1200;150;150;0;32;150;0;112;19693328;0;32;3.333333;0.009946;17.698320;0.017793;0.008208;21.233025;RowStore;Host;3.220703
1486173782;28133326;7;0;70180605;7104863;0;21941821;2313908;3150932512;630186496;157546624;19693328;0;0;0;19693328;0;80;19693328;0;8;0.000000;22.448740;22.174479;0.000000;71.801987;68.086815;ColumnStore;Device;3.220703
1486173796;28133326;8;1404;6587198;15570590;203631;4991283;13519275;3150932512;630186496;1200;150;150;0;8;150;0;112;19693328;0;8;0.854701;0.002550;10.118217;0.005893;0.003366;11.653481;ColumnStore;Host;3.220703
